EP ID,SMILES,Binding energy (eV),Formation energy in solvent (eV/atom),Formation energy in vaccum (eV/atom),LUMO_sol (eV),HOMO_sol (eV),LUMO_cls (eV),HOMO_cls (eV),LUMO change (eV),HOMO change (eV),Dielectric constant of solvents,Dielectric constant of electrolytes,Viscosity of solvents (mPa s),Viscosity of electrolytes (mPa s),Diffusivity of Li (m^2/s),Diffusivity of FSI (m^2/s),Diffusivity of solvens (m^2/s),Transference number of Li,Similarity of solvents
ep-960012,COCC(CCF)OC(F)(F)F,-0.690458835,-0.834027869,-0.814017486,4.958729777,-8.029261897,4.785121173,-9.511465765,-0.173608604,-1.482203869,20.235,17.781,1.46019041,2.07022722,1.13E-10,1.11E-10,5.33E-10,0.504627179,0.172685979
ep-960042,CCC(F)(COC(F)(F)F)OC,-0.890946841,-0.850242141,-0.831774024,4.327969989,-8.787370943,4.568518588,-10.42440756,0.240548599,-1.637036621,12.4786,14.3484,1.0272657,1.73923125,1.17E-10,1.10E-10,5.55E-10,0.51425699,0.283301718
ep-960046,CCC(OC)C(F)(F)OC(F)F,-0.918430334,-0.843268853,-0.824310561,4.879816775,-8.247497164,4.518721763,-9.921269148,-0.361095013,-1.673771984,10.7925,16.0458,0.53544618,0.96388381,1.14E-10,1.11E-10,1.66E-09,0.505981048,0.327704951
ep-960168,COC(C(C)F)C(F)OC(F)(F)F,-1.265486996,-0.975672794,-0.956134158,4.949750022,-8.381377154,2.764948322,-10.36644732,-2.1848017,-1.985070171,5.5995,6.6677,0.57183252,1.32112495,1.06E-10,1.07E-10,1.18E-09,0.497865317,0.291977496
ep-960179,CCC(F)(OCF)C(F)OC(F)F,-0.80849908,-0.994273628,-0.968386329,4.858319785,-9.343299437,1.809828884,-10.36127716,-3.048490901,-1.017977726,7.3452,8.6585,1.06630218,2.87158054,1.03E-10,1.01E-10,3.19E-10,0.506026869,0.156464853
ep-960185,CCC(OC)C(F)(F)OC(F)(F)F,-0.837016607,-0.985299562,-0.971925911,5.066214728,-8.339199515,2.592700286,-10.18576376,-2.473514442,-1.846564247,7.536,7.9601,0.48648789,0.66010091,2.95E-10,3.00E-10,2.13E-09,0.495473973,0.250643882
ep-960188,CCC(OC(F)(F)F)C(F)(F)OC,-0.64948666,-1.006994701,-0.989972251,4.885803279,-9.251324972,1.6247915,-10.12181702,-3.261011779,-0.870492046,8.8378,9.4107,0.52165162,1.08735332,1.01E-10,9.42E-11,1.37E-09,0.516298921,0.194372671
ep-960330,COC(C(F)OC(F)(F)F)C(C)(F)F,-0.965122341,-1.132931734,-1.112597906,4.93886547,-8.524236899,3.152166259,-10.1155584,-1.786699211,-1.591321502,10.6658,11.5667,0.74974187,1.93487386,1.13E-10,1.05E-10,7.89E-10,0.517449564,0.221156284
ep-960337,COC(F)(C(C)F)C(F)(F)OC(F)F,-1.917847178,-1.103546288,-1.096366689,4.363889011,-9.257039362,0.270209003,-12.41301521,-4.093680007,-3.155975852,1.3128,1.3113,0.1877362,0.17035119,1.03E-10,1.02E-10,7.66E-10,0.501809961,0.213596056
ep-960358,CCC(F)(OC(F)F)C(F)(F)OCF,-0.77803594,-1.135627516,-1.112065429,4.459128841,-9.814328425,4.308649909,-11.28129392,-0.150478931,-1.466965496,8.418,8.6539,1.13614053,1.71468122,1.12E-10,1.13E-10,5.78E-10,0.49789564,0.601975658
ep-960359,CCC(F)(OC(F)(F)F)C(F)(F)OC,-0.70962381,-1.13662506,-1.121579022,4.717636951,-9.30057757,4.107013583,-10.81761201,-0.610623367,-1.517034435,12.236,11.4932,0.60437682,1.53805191,1.65E-10,1.66E-10,1.06E-09,0.499106496,0.785374835
ep-960361,CCC(F)(OC(F)F)C(F)OC(F)F,-0.729335734,-1.147243188,-1.125110812,4.765801093,-9.815961107,1.976362529,-10.89407598,-2.789438564,-1.078114876,5.9079,6.5815,0.91658733,1.82631563,1.00E-10,9.87E-11,6.14E-10,0.504288418,0.186464539
ep-960365,CCC(OCF)C(F)(F)OC(F)(F)F,-0.917722838,-1.131718354,-1.120086231,4.724439796,-9.180575384,1.556218822,-11.85654249,-3.168220973,-2.675967109,2.674,3.7443,0.54047839,0.97144002,1.34E-10,1.34E-10,1.10E-09,0.49985077,0.467631074
ep-960367,CCC(OC(F)(F)F)C(F)(F)OCF,-0.67963959,-1.149858202,-1.132201603,4.922810756,-9.787117045,3.579384925,-11.53680878,-1.343425831,-1.749691734,5.4068,6.9761,0.72752504,1.00674713,1.95E-10,2.03E-10,9.78E-10,0.490986176,0.3758288
ep-960370,CCC(COC(F)(F)F)OC(F)(F)F,-0.324550129,-1.159870134,-1.142985596,4.940226039,-9.698407946,3.987011398,-10.05351645,-0.953214641,-0.355108509,19.7065,25.033,0.679369,1.33166208,1.10E-10,1.05E-10,8.76E-10,0.511173542,0.151333372
ep-960377,COC(COC(F)F)C(F)(F)C(F)(F)F,-0.984616574,-1.256896313,-1.238197147,4.929885715,-8.577843317,4.38103218,-10.74414128,-0.548853535,-2.166297962,6.3813,7.2776,1.15217709,1.84747564,1.44E-10,1.48E-10,5.57E-10,0.492940897,0.514617735
ep-960404,COC(CC(F)(F)F)C(F)(F)OC(F)F,-0.736024291,-1.294265701,-1.272081128,4.786209628,-8.499202429,3.197065036,-10.11419783,-1.589144592,-1.614995403,14.4373,14.0055,0.92534614,1.72789337,1.14E-10,1.09E-10,5.31E-10,0.511335765,0.438948806
ep-960407,COC(CC(F)(F)F)C(F)OC(F)(F)F,-0.790234802,-1.292720836,-1.271319581,5.003900668,-8.423826907,3.101008865,-10.06929906,-1.902891803,-1.645472149,12.376,11.7212,1.42576994,1.88029525,1.13E-10,1.12E-10,5.27E-10,0.502276666,0.391267523
ep-960451,COC(F)(CC(F)F)C(F)OC(F)(F)F,-0.920648062,-1.274623413,-1.25157624,4.955192298,-9.359082037,1.243560066,-10.13868807,-3.711632232,-0.779606037,7.3228,8.9647,1.16354778,2.01570899,1.22E-10,1.21E-10,5.52E-10,0.501751614,0.853616463
ep-960526,COC(F)C(F)(OC(F)(F)F)C(C)(F)F,-0.907888646,-1.264999862,-1.246246644,4.654506549,-9.105471976,3.845240108,-11.17816279,-0.809266441,-2.072690815,4.6087,5.7363,1.18511888,2.9390118,1.02E-10,1.06E-10,3.82E-10,0.491036494,0.093614159
ep-960539,COC(F)(C(C)F)C(F)(F)OC(F)(F)F,-0.763771735,-1.268384091,-1.252441562,4.462938434,-9.229283755,3.052572608,-10.71801835,-1.410365825,-1.4887346,11.0707,12.6224,0.61319268,1.1712457,1.11E-10,1.15E-10,9.40E-10,0.49010365,0.142229492
ep-960549,CC(F)C(OC(F)F)C(F)(F)OC(F)F,-0.911924093,-1.289299624,-1.264431391,4.687160205,-9.73949713,2.647939388,-11.02741174,-2.039220817,-1.287914615,6.4429,7.1166,0.97620906,2.00148539,1.07E-10,1.09E-10,5.10E-10,0.497108875,0.316582416
ep-960556,CCC(F)(OC(F)(F)F)C(F)(F)OCF,-0.64338859,-1.28277953,-1.2656303,4.609879886,-9.827117773,3.901567664,-11.43150074,-0.708312221,-1.604382965,9.666,10.8888,0.69063789,1.36919088,1.20E-10,1.27E-10,9.39E-10,0.486805629,0.776345504
ep-960557,CCC(F)(OC(F)F)C(F)OC(F)(F)F,-0.488117734,-1.291513888,-1.276329196,4.471373962,-9.922629717,3.12359431,-11.24129319,-1.347779651,-1.318663475,4.5145,4.6979,0.46978587,1.10222808,1.13E-10,1.21E-10,9.79E-10,0.484712458,0.220911056
ep-960560,CCC(OC(F)F)C(F)(F)OC(F)(F)F,-0.763056076,-1.292824982,-1.27974039,4.897776286,-9.670380224,1.59186573,-12.04430102,-3.305910556,-2.373920791,3.4571,4.9263,0.44806029,0.80351945,1.28E-10,1.29E-10,1.71E-09,0.498241618,0.287940468
ep-960563,COC(F)(F)C(F)(OC)C(F)(F)C(F)(F)F,-0.585839242,-1.386317021,-1.371379705,4.40035226,-9.447519022,2.118678047,-10.18821279,-2.281674213,-0.740693764,14.6168,17.6442,1.47929682,2.40682867,1.04E-10,9.90E-11,4.01E-10,0.512883151,0.089218123
ep-960586,COCC(F)(OC(F)(F)F)C(F)C(F)(F)F,-0.683900892,-1.405853555,-1.388043954,4.782672149,-8.476889098,2.763859867,-9.941949797,-2.018812282,-1.465060699,24.6791,22.872,0.74256591,1.99920656,1.11E-10,9.99E-11,7.81E-10,0.527008495,0.220890612
ep-960587,COC(C(F)C(F)(F)F)C(F)(F)OC(F)F,-1.038236598,-1.411629417,-1.392112673,4.691241912,-8.751724036,3.20305154,-10.5493078,-1.488190372,-1.797583763,6.7652,7.1121,0.98692694,1.88164509,1.40E-10,1.46E-10,6.46E-10,0.488778945,1.271790178
ep-960603,COC(F)C(F)(CC(F)(F)F)OC(F)(F)F,-0.566829372,-1.428816991,-1.409249906,4.429468436,-9.190915709,2.825629699,-11.03802418,-1.603838737,-1.847108474,9.2389,9.0997,1.0876755,2.85408844,1.34E-10,1.36E-10,4.46E-10,0.496658105,0.228503862
ep-960606,FCOCC(F)(CC(F)(F)F)OC(F)(F)F,-0.401199144,-1.430874542,-1.409587203,4.752739631,-8.982476538,2.495011432,-9.436090243,-2.257728199,-0.453613705,8.1766,15.889,0.83546911,2.41318375,1.05E-10,1.05E-10,4.68E-10,0.500577944,0.196746766
ep-960611,FCOC(CC(F)(F)F)C(F)OC(F)(F)F,-1.045382307,-1.436240997,-1.42243852,4.885531165,-9.356633013,0.518921017,-11.41136432,-4.366610149,-2.054731304,2.5051,4.4259,0.77612722,1.22718251,1.42E-10,1.45E-10,8.80E-10,0.495229192,0.458221147
ep-960712,COC(F)(C(C)(F)F)C(F)(F)OC(F)(F)F,-0.578775168,-1.415138819,-1.400618951,4.363616897,-9.503030237,2.8571949,-11.19204059,-1.506421997,-1.689010357,10.9775,11.6869,0.66264855,1.29795505,1.35E-10,1.37E-10,8.73E-10,0.495980077,0.7021669
ep-960724,CC(F)(F)C(OC(F)F)C(F)OC(F)(F)F,-0.826518456,-1.435307771,-1.410804418,4.814509463,-9.93433061,2.365757377,-11.37680586,-2.448752086,-1.442475254,5.3578,1.2779,0.85723455,0.1665638,1.02E-10,1.01E-10,7.92E-10,0.502648224,0.249279067
ep-960735,CC(F)C(OC(F)(F)F)C(F)OC(F)(F)F,-0.656275899,-1.442455211,-1.420441946,4.81641426,-10.00181483,2.096092601,-10.83148981,-2.720321659,-0.829674976,7.5754,6.8494,0.86620779,1.22944078,1.06E-10,1.05E-10,8.41E-10,0.500245807,0.093198017
ep-960736,CCC(F)(OC(F)F)C(F)(F)OC(F)(F)F,-0.554464521,-1.4327217,-1.418731587,4.478993148,-10.0584145,2.037043907,-11.79694957,-2.441949241,-1.738535068,5.6993,7.3995,0.57490111,0.80043621,2.82E-10,2.83E-10,1.24E-09,0.499086711,0.147954997
ep-960737,CCC(F)(OC(F)(F)F)C(F)(F)OC(F)F,-0.466422101,-1.4360828,-1.421616983,4.750018493,-10.49678984,1.650642311,-11.60891894,-3.099376182,-1.112129101,5.6685,5.7722,0.54203297,1.00071452,1.57E-10,1.56E-10,1.43E-09,0.500443577,0.295171753
ep-960738,CCC(F)(OC(F)(F)F)C(F)OC(F)(F)F,-0.338743585,-1.437734036,-1.421792249,4.878456206,-10.29188814,3.420470466,-10.74278071,-1.45798574,-0.450892567,31.3863,38.3264,0.90348902,1.5649782,1.11E-10,1.12E-10,7.35E-10,0.496773277,0.039577503
ep-960739,CCC(OC(F)(F)F)C(F)(F)OC(F)(F)F,-0.516232532,-1.443935139,-1.431056611,4.847707347,-10.02820987,3.690951583,-11.64674275,-1.156755764,-1.618532882,7.28,8.0499,0.45889351,0.57913055,4.99E-10,4.99E-10,2.38E-09,0.500279693,0.683177971
ep-960748,COCC(F)(OC(F)(F)F)C(F)(F)C(F)(F)F,-0.79226205,-1.529062523,-1.514644573,4.747841582,-8.395527071,4.139123012,-10.08453743,-0.608718571,-1.689010357,13.0541,14.5238,0.66589641,1.19199886,2.26E-10,2.25E-10,1.17E-09,0.500671607,0.151192722
ep-960759,COC(F)(C(F)C(F)(F)F)C(F)(F)OC(F)F,-0.752342955,-1.538450325,-1.519724072,4.72906573,-9.455410322,2.50916135,-11.46197748,-2.21990438,-2.006567161,7.1129,7.0248,0.84156965,1.28720857,1.36E-10,1.36E-10,8.60E-10,0.499803735,0.463844353
ep-960765,COC(F)C(F)(OC(F)(F)F)C(F)C(F)(F)F,-0.568883831,-1.546533095,-1.52575263,4.509742007,-9.172956198,2.959509689,-10.8274081,-1.550232319,-1.654451904,17.667,20.5772,1.05769377,1.63297107,1.76E-10,1.80E-10,7.63E-10,0.493852094,0.192396959
ep-960781,COC(F)(F)C(F)(CC(F)(F)F)OC(F)(F)F,-0.346800875,-1.577340211,-1.559141611,4.593825172,-9.530241617,1.51023159,-10.19501563,-3.083593582,-0.664774013,16.4866,14.0149,1.23229821,2.91547842,1.09E-10,1.13E-10,4.23E-10,0.49029733,0.101057577
ep-960784,FCOC(F)C(F)(CC(F)(F)F)OC(F)(F)F,-0.593863878,-1.57753502,-1.558034355,4.779678897,-9.660856241,2.195958366,-10.96836305,-2.583720531,-1.307506809,6.1619,5.5345,1.57865232,2.30173792,1.09E-10,1.09E-10,3.99E-10,0.50025827,0.44367585
ep-960792,FC(F)(F)CC(COC(F)(F)F)OC(F)(F)F,-0.550012739,-1.602352417,-1.584339102,4.863217834,-9.911200937,2.25854454,-10.70060307,-2.604673294,-0.789402134,5.9633,6.9158,1.34773652,1.50259718,1.26E-10,1.31E-10,7.28E-10,0.490686839,0.101375998
ep-960795,COC(F)(F)C(F)(OC(F)F)C(F)(F)C(F)F,-0.512635188,-1.541328176,-1.519599765,4.382936977,-9.556636656,4.113272201,-11.00020037,-0.269664776,-1.443563709,15.596,14.9607,1.90537338,1.87514751,1.14E-10,1.12E-10,4.61E-10,0.503980435,0.109553199
ep-960803,COC(C(F)(F)OC(F)(F)F)C(F)(F)C(F)F,-0.724625444,-1.54486615,-1.521510499,4.905667586,-8.899209715,3.038694805,-10.5060417,-1.866972782,-1.606831989,12.2101,14.4543,1.23070506,1.3037827,1.14E-10,1.06E-10,6.91E-10,0.517612992,0.08125201
ep-960806,COC(F)(F)C(OC(F)(F)F)C(F)(F)C(F)F,-0.735218834,-1.556175323,-1.536827909,4.671921832,-9.425477804,2.711341903,-11.16346865,-1.960579929,-1.737990841,5.4425,6.012,0.89336929,1.71604976,1.02E-10,1.01E-10,5.87E-10,0.501502064,0.223943132
ep-960859,FCC(F)C(OC(F)(F)F)C(F)OC(F)(F)F,-0.983587984,-1.569686639,-1.545272713,4.714915813,-10.03038678,2.436506965,-11.37816643,-2.278408847,-1.347779651,5.4205,7.1966,1.04816756,1.84880379,1.38E-10,1.38E-10,4.94E-10,0.501058454,0.509918504
ep-960860,FCCC(F)(OC(F)F)C(F)(F)OC(F)(F)F,-0.906460048,-1.563325608,-1.54844086,4.319534461,-10.19202238,1.369548755,-11.26523921,-2.949985706,-1.073216827,3.0384,3.7478,0.97467204,1.19208574,1.32E-10,1.27E-10,7.42E-10,0.508397278,0.135056396
ep-960861,FCCC(F)(OC(F)(F)F)C(F)(F)OC(F)F,-0.325869881,-1.564179922,-1.548967153,4.524708266,-10.53760691,1.859625709,-11.67504259,-2.665082557,-1.137435684,3.1385,3.6262,1.24827847,1.76415321,1.02E-10,1.04E-10,6.19E-10,0.494613968,0.03627662
ep-960863,FCCC(OC(F)(F)F)C(F)(F)OC(F)(F)F,-0.921856247,-1.580769463,-1.563728708,4.746753127,-10.07691824,2.7290293,-11.48129756,-2.017723827,-1.404379322,5.6656,6.4355,0.67887562,1.75034484,1.25E-10,1.21E-10,6.56E-10,0.507125709,0.389843979
ep-960866,CC(F)(F)C(F)(OC(F)(F)F)C(F)(F)OCF,-0.563223864,-1.561443941,-1.543869348,4.464571117,-10.16345043,2.824813358,-11.45109293,-1.639757759,-1.287642502,8.3741,10.5054,1.25321553,1.46705298,1.82E-10,1.91E-10,8.37E-10,0.488146221,0.574236238
ep-960875,CC(F)C(F)(OC(F)(F)F)C(F)OC(F)(F)F,-0.500289385,-1.572772781,-1.551152845,4.732875323,-10.52617813,2.628619308,-10.90359997,-2.104256015,-0.377421841,12.2874,12.5548,0.644359,1.14473929,1.21E-10,1.18E-10,1.05E-09,0.505765852,0.314711251
ep-960876,CC(F)C(OC(F)(F)F)C(F)(F)OC(F)(F)F,-0.638093255,-1.58057181,-1.567231307,4.716004268,-10.37651554,2.154052841,-11.18714255,-2.561951427,-0.81062701,4.7603,6.6068,0.60348365,0.94528451,1.13E-10,1.11E-10,9.19E-10,0.503404012,0.50161343
ep-960877,CCC(F)(OC(F)(F)F)C(F)(F)OC(F)(F)F,-0.597444896,-1.565697327,-1.555931287,4.68607175,-10.65679275,2.075684066,-11.72810478,-2.610387683,-1.071312031,6.6532,10.1054,0.46210164,0.65835243,2.64E-10,2.61E-10,1.92E-09,0.503147418,0.570733768
ep-960878,COC(F)(C(F)(F)OC(F)F)C(F)(F)C(F)(F)F,-0.59358088,-1.673202732,-1.660381472,4.498857455,-9.812695742,3.316522994,-11.64701487,-1.182334461,-1.834319126,5.0295,5.1094,0.95953812,0.9453996,1.47E-10,1.45E-10,9.89E-10,0.50341889,0.285699546
ep-960891,COC(F)(F)C(OC(F)(F)F)C(F)(F)C(F)(F)F,-0.689876511,-1.698333802,-1.688120876,4.47055762,-9.561806818,0.687087345,-11.06741247,-3.783470275,-1.505605655,3.3244,5.4167,0.51307944,0.95210839,1.26E-10,1.18E-10,1.26E-09,0.516488416,0.228856728
ep-960895,FC(F)OC(COC(F)(F)F)C(F)(F)C(F)(F)F,-0.823748338,-1.71439198,-1.694581353,4.80280857,-9.905214434,3.039511146,-11.60891894,-1.763297424,-1.703704502,6.1738,1.1751,1.3119205,0.1915095,1.08E-10,1.08E-10,8.30E-10,0.499358547,0.140734997
ep-960897,COC(F)(C(F)C(F)(F)F)C(F)(F)OC(F)(F)F,-0.502093499,-1.688366645,-1.675785216,4.248512759,-9.642624617,0.9681809,-10.63992169,-3.280331859,-0.997297077,6.6599,6.04,0.68992562,1.24803651,1.01E-10,9.69E-11,1.18E-09,0.509136945,0.10028794
ep-960900,COC(F)(F)C(F)(OC(F)(F)F)C(F)C(F)(F)F,-0.343140944,-1.690086033,-1.674714324,4.368787059,-9.587657629,1.595675323,-10.30848709,-2.773111736,-0.720829456,12.1787,10.5523,1.33049628,1.29333875,1.13E-10,1.11E-10,8.61E-10,0.504875125,0.088382339
ep-960912,FCOC(F)(CC(F)(F)F)C(F)(F)OC(F)(F)F,-0.551825017,-1.718799852,-1.701862871,4.587838668,-9.926167196,2.186978611,-11.23231344,-2.400860057,-1.30614624,7.7148,8.7002,1.41005348,1.80031954,1.63E-10,1.61E-10,6.82E-10,0.503875706,0.146131248
ep-960915,FC(F)OC(F)(CC(F)(F)F)C(F)OC(F)(F)F,-0.566815767,-1.733545204,-1.71560672,4.354909255,-10.20290693,2.035955452,-11.3874183,-2.318953804,-1.184511371,5.4519,6.24,1.38350386,2.15761259,1.07E-10,1.13E-10,4.59E-10,0.484495099,0.267583742
ep-960917,FC(F)(F)CC(F)(COC(F)(F)F)OC(F)(F)F,-1.297854933,-1.728904798,-1.722238752,4.611784682,-10.1629062,1.095530159,-13.95045818,-3.516254524,-3.787551982,1.4712,1.9861,0.75020645,1.14320166,2.33E-10,2.28E-10,1.07E-09,0.505298929,0.513160933
ep-960928,FC(F)OC(F)(COC(F)(F)F)C(F)(F)C(F)F,-0.704393783,-1.699268637,-1.684109795,4.283887553,-10.22277124,2.530386226,-12.13164955,-1.753501327,-1.908878307,3.8772,5.4321,1.07631163,2.17061869,1.01E-10,9.79E-11,4.75E-10,0.508319484,0.589533593
ep-960964,CC(F)(F)C(F)(OC(F)(F)F)C(F)(F)OC(F)F,-0.526619116,-1.709599313,-1.695499984,4.330146899,-10.57706341,2.150515361,-12.06089996,-2.179631538,-1.483836551,5.4547,5.144,0.91614666,0.98852266,2.14E-10,2.08E-10,1.25E-09,0.506552225,0.198935083
ep-960965,CC(F)(F)C(F)(OC(F)(F)F)C(F)OC(F)(F)F,-0.491339562,-1.719404316,-1.705427685,4.564436881,-10.58985275,2.716512065,-11.95994574,-1.847924816,-1.370092983,7.8065,9.5293,0.71410651,1.02938623,2.41E-10,2.41E-10,1.02E-09,0.499974096,0.707451705
ep-960966,CC(F)(F)C(OC(F)(F)F)C(F)(F)OC(F)(F)F,-0.479676764,-1.73041874,-1.717097657,4.611512569,-10.47556496,1.987247081,-11.38877887,-2.624265487,-0.913213913,6.096,8.0493,0.62564146,1.2423623,1.01E-10,9.12E-11,8.95E-10,0.525010366,0.081889394
ep-960967,CC(F)C(F)(OC(F)(F)F)C(F)(F)OC(F)(F)F,-0.535509074,-1.709078834,-1.697915118,4.525252494,-10.77325746,2.646034591,-11.61735446,-1.879217903,-0.844097008,7.5017,8.0242,0.77441174,1.09012834,2.39E-10,2.37E-10,1.44E-09,0.502005765,0.61833684
ep-960968,COC(F)(C(F)(F)OC(F)(F)F)C(F)(F)C(F)(F)F,-0.398409978,-1.822659179,-1.814688471,4.187559268,-9.836641756,0.865593998,-10.95720638,-3.32196527,-1.120564628,5.5895,5.5117,0.77490892,1.19527801,2.83E-10,2.78E-10,1.20E-09,0.504533034,0.081833742
ep-960969,FCOC(F)(C(F)(F)OC(F)F)C(F)(F)C(F)(F)F,-0.673340156,-1.817897559,-1.8020238,4.271098205,-10.25977872,2.249836898,-11.18877523,-2.021261306,-0.928996513,6.1791,6.4201,1.29963973,1.44213298,1.43E-10,1.40E-10,7.13E-10,0.504941873,0.856130185
ep-960971,COC(F)(F)C(F)(OC(F)(F)F)C(F)(F)C(F)(F)F,-0.39910931,-1.820823524,-1.812182922,4.575593547,-9.769973875,1.238934131,-10.76835941,-3.336659416,-0.998385532,6.1517,6.8854,0.7168025,0.91169533,1.39E-10,1.35E-10,9.32E-10,0.508305262,0.085254103
ep-960972,FCOC(F)(C(F)OC(F)(F)F)C(F)(F)C(F)(F)F,-0.741741402,-1.829561964,-1.816745899,4.231913818,-10.13106889,2.012553665,-11.46687553,-2.219360153,-1.335806644,4.7799,5.2702,1.00967084,1.74271679,1.36E-10,1.35E-10,6.84E-10,0.501246148,0.192226176
ep-960973,FC(F)OC(F)C(F)(OC(F)F)C(F)(F)C(F)(F)F,-0.656839175,-1.830353568,-1.813343982,4.391100391,-10.15066108,1.975546188,-11.91504696,-2.415554203,-1.764385879,5.0934,5.5714,0.97358703,1.71227652,1.07E-10,1.08E-10,5.75E-10,0.497238909,0.69131423
ep-960979,FCOC(F)(F)C(OC(F)(F)F)C(F)(F)C(F)(F)F,-0.513503231,-1.846177109,-1.831218148,4.425658843,-10.07065962,2.069697563,-11.21816352,-2.35596128,-1.147503895,5.1721,5.8721,0.97584417,1.78019401,1.27E-10,1.31E-10,8.18E-10,0.492844391,0.04473251
ep-960987,FC(F)OC(F)C(F)(OC(F)(F)F)C(F)C(F)(F)F,-0.638485099,-1.84423434,-1.829489236,4.311915275,-10.29869099,1.800304901,-12.2135558,-2.511610374,-1.914864811,4.2543,5.3001,0.82558716,1.49819258,1.11E-10,1.11E-10,7.89E-10,0.500063199,0.147118353
ep-960990,FC(F)OC(F)(F)C(OC(F)(F)F)C(F)C(F)(F)F,-0.459548507,-1.86298966,-1.842013026,4.652873866,-10.41706049,3.023184318,-10.8116255,-1.629689548,-0.39456501,14.6612,16.3287,1.22821124,2.00295833,1.08E-10,9.94E-11,5.60E-10,0.519694935,0.778552539
ep-960991,FC(OC(F)(F)F)C(OC(F)(F)F)C(F)C(F)(F)F,-0.752955211,-1.861237618,-1.847062839,4.641445087,-10.38848854,1.631050117,-11.96974183,-3.010394969,-1.581253292,3.7822,5.9023,0.80565269,0.93044378,2.80E-10,2.66E-10,9.18E-10,0.513067446,0.261696113
ep-960992,FC(F)OC(F)(CC(F)(F)F)C(F)(F)OC(F)(F)F,-0.567324619,-1.868596318,-1.853695737,4.180212196,-10.33188887,2.134460647,-11.92212192,-2.045751548,-1.590233047,5.4764,4.0608,1.06845427,1.50233708,1.92E-10,1.90E-10,7.75E-10,0.502240281,0.43647761
ep-960993,FC(F)OC(F)(F)C(F)(CC(F)(F)F)OC(F)(F)F,-0.615404407,-1.864754566,-1.850555791,4.437359737,-10.64481974,1.68492865,-11.53055016,-2.752431087,-0.885730419,4.0054,4.658,1.03449618,1.24861528,1.70E-10,1.76E-10,1.02E-09,0.491336999,0.138993458
ep-960997,FC(F)OC(F)(F)C(F)(OC(F)F)C(F)(F)C(F)F,-0.463872395,-1.831454021,-1.812042659,4.238172435,-10.66604462,2.711069789,-11.10033824,-1.527102646,-0.434293625,7.8783,9.2018,1.17388872,2.01334602,1.05E-10,9.84E-11,5.39E-10,0.515260464,0.268267721
ep-960999,FC(F)OC(F)(C(F)OC(F)(F)F)C(F)(F)C(F)F,-0.379479021,-1.83117362,-1.814493291,4.472734531,-10.46876211,3.431082904,-11.56211536,-1.041651626,-1.093353248,6.8253,6.4553,1.27752898,2.15357381,1.63E-10,1.65E-10,4.19E-10,0.497174452,0.199918421
ep-961006,FC(F)OC(F)(F)C(F)(OC(F)(F)F)C(F)C(F)F,-0.320000387,-1.842220822,-1.818353102,4.486068107,-10.61325454,2.668347923,-11.26006904,-1.817720184,-0.646814503,20.461,22.3432,1.424269,1.86720052,1.18E-10,1.22E-10,4.66E-10,0.492625933,0.204189502
ep-961015,CC(F)(F)C(F)(OC(F)(F)F)C(F)(F)OC(F)(F)F,-0.582584761,-1.848655942,-1.84137529,4.494231521,-10.94523338,1.129816498,-12.27314872,-3.364415023,-1.327915344,3.2483,9.9977,0.55145455,0.71757796,1.26E-10,1.29E-10,1.66E-09,0.494531321,0.128853455
ep-961017,FC(F)OC(F)(F)C(F)(OC(F)F)C(F)(F)C(F)(F)F,-0.523244905,-1.97413904,-1.960730137,4.162796912,-10.68454836,2.047384231,-11.74742486,-2.115412681,-1.062876503,5.6267,6.1368,0.83603606,1.29501606,2.39E-10,2.43E-10,8.48E-10,0.49579336,0.298472325
ep-961018,FCOC(F)(F)C(F)(OC(F)(F)F)C(F)(F)C(F)(F)F,-0.618911954,-1.955605987,-1.946637735,4.361984214,-10.3166505,1.331724937,-11.89082883,-3.030259277,-1.574178333,3.8514,5.3822,0.72296598,0.81777058,1.53E-10,1.55E-10,1.30E-09,0.496474898,0.172828093
ep-961022,FC(F)OC(C(F)(F)OC(F)(F)F)C(F)(F)C(F)(F)F,-0.745009488,-1.984198345,-1.975981992,4.518721763,-10.31284091,1.501796062,-12.44675733,-3.016925701,-2.13391642,2.636,3.445,0.63368559,0.66488804,1.37E-10,1.38E-10,1.74E-09,0.49844604,0.115157104
ep-961026,FC(F)OC(F)(F)C(F)(OC(F)(F)F)C(F)C(F)(F)F,-0.460008379,-1.982083897,-1.969446808,4.358718848,-10.69434445,1.58397443,-12.00375606,-2.774744419,-1.309411606,4.5608,5.6567,0.62069128,1.20704168,2.05E-10,2.00E-10,1.04E-09,0.506166363,0.208614062
ep-961028,FC(C(OC(F)(F)F)C(F)(F)OC(F)(F)F)C(F)(F)F,-1.367486133,-1.997127337,-1.993567223,4.109190494,-10.68999063,0.005442276,-14.55645562,-4.103748218,-3.866464984,1.3201,1.6777,0.45632269,0.53346074,1.91E-10,1.95E-10,1.65E-09,0.494908406,0.187234885
ep-961029,FC(F)(F)CC(F)(OC(F)(F)F)C(F)(F)OC(F)(F)F,-0.523982333,-2.011278244,-2.001655929,4.475455669,-10.83393883,1.11784349,-11.99123882,-3.357612178,-1.157299991,3.677,5.7729,0.58178579,0.68029367,2.66E-10,2.59E-10,1.59E-09,0.507177401,0.092128067
